62;115;Нефтекамск - Красный Холм;60;Нефтекамск АВ, Кутлинка, Кариево, Кутерем, Кельтей, Тыхтем, Кокуш, Качмаш, Калтасы, Калмаш, Киебак, Краснохолмская АС, Красный Холм АС ;Красный Холм АС, Краснохолмская АС, Киебак, Калмаш, Калтасы, Качмаш, Кокуш, Тыхтем, Кельтей, Кутерем, Кариево, Кутлинка, Нефтекамск АВ ;"Трактовая ул. (Нефтекамск), а.д. 80Н-032 ""Красный Холм - Нефтекамск""";"а.д. 80Н-032 ""Красный Холм - Нефтекамск"", Трактовая ул. (Нефтекамск)";2;NULL;NULL;2
63;115;Дюртюли - Бирск (переправа);56; Дюртюли АВ, Суккулово, Юкалекулево, пер. Москово, Тартыш, д. Чишма, Акудибашево, Пеньково, Новодесяткино, Бирск (переправа), Кусекеево, Кандаковка, Бирск (переправа);Бирск (переправа), Кандаковка, Кусекеево, Новодесяткино, Пеньково, Акудибашево, д. Чишма, Тартыш, пер. Москово, Юкалекулево, Суккулово, Дюртюли АВ ;"Василия Горшкова ул. (Дюртюли), Ленина ул. (Дюртюли), 70-летия Октября ул. (Дюртюли), а.д. 80Н-036 ""Новодесяткино - Тартышево - М-7 ""Волга"""", а.д. 80Н-008 ""Бирск - Новодесяткино - Чирша - Тартыш"", а.д. 80Н-170 ""Подъезд к с. Кусекеево"", а.д. 80Н-008 ""Бирск - Новодесяткино - Чирша - Тартыш""";"а.д. 80Н-008 ""Бирск - Новодесяткино - Чирша - Тартыш"", а.д. 80Н-170 ""Подъезд к с. Кусекеево"", а.д. 80Н-008 ""Бирск - Новодесяткино - Чирша - Тартыш"", а.д. 80Н-036 ""Новодесяткино - Тартышево - М-7 ""Волга"""", 70-летия Октября ул. (Дюртюли), Ленина ул. (Дюртюли), Василия Горшкова ул. (Дюртюли)";2;NULL;2;NULL
64;115;Уфа (Южный автовокзал) - Алексеевка (ул. Прибельская);15; Южный автовокзал, Зеленая гора, Речная, Автодром, Микрорайон Сафроновский, Ул. Аграрная, Кооператив, Гора, Алексеевка, Алексеевка 2, Тепличный комплекс, Конечная (Тарбеевка);Конечная (Тарбеевка), Тепличный комплекс, Алексеевка 2, Алексеевка, Гора, Кооператив, Ул. Аграрная, Микрорайон Сафроновский, Автодром, Речная, Зеленая гора, Южный автовокзал ;NULL;NULL;6;NULL;6;NULL
65;115;Стерлитамак - Семенкино;28,79;Стерлитамак АВ, Казадаевка, Марьевка, Буриказган, поворот Талачево, Садовка, Семенкино ;Семенкино, Садовка, поворот Талачево, Буриказган, Марьевка, Казадаевка, Стерлитамак АВ ;"Раевский тракт, а.д. 80Н-465 ""Буриказганово - а.д. Старлитамак - Раевский"", Первомайская ул. (Буриказган), Октябрьская ул. (Буриказган), а.д. 80Н-097 ""Толбазы - Семенкино""";"а.д. 80Н-097 ""Толбазы - Семенкино"", Октябрьская ул. (Буриказган), Первомайская ул. (Буриказган), а.д. 80Н-465 ""Буриказганово - а.д. Старлитамак - Раевский"", Раевский тракт";1;1;NULL;NULL
66;116;Стерлитамак АВ - Месели - Манеево;39,76; Стерлитамак АВ, Хим. завод, пос. Первомайск, д. Борятино, п.Рощинский, Подлесное, Пестровка, Месели, Манеево;Манеево, Месели, Пестровка, Поворот Пестровка, Подлесное, п.Рощинский, д. Борятино, пос. Первомайск, Хим. завод, Стерлитамак АВ ;"Западная ул. (Стерлитамак), Техническая ул. (Стерлитамак), Уфимский Тракт (Стерлитамак), а.д. Р-240 ""Уфа - Оренбург"", а.д. 80Н-101 ""Подъезд к с. Месели""";"а.д. 80Н-101 ""Подъезд к с. Месели"", а.д. Р-240 ""Уфа - Оренбург"", Уфимский Тракт (Стерлитамак), Техническая ул. (Стерлитамак), Западная ул. (Стерлитамак)";1;1;NULL;NULL
67;116;Кутлугуза - Стерлитамак;72,4;Кутлугуза, Инзелга, Цапаловка, Русский Саскуль, Покровка, Большой Куганак, Косяковка, Стерлитамак АВ;Стерлитамак АВ, Косяковка, Большой Куганак, Покровка, Русский Саскуль, Цапаловка, Инзелга, Кутлугуза;"а.д. 80Н-225 ""Цапаловка - Янгискаин - Алатана"", а.д. 80К-028 ""Толбазы - Красноусольский"", а.д. 80Н-052 ""Стерлитамак - Красноусольский"", Ленина ул. (Косяковка), Бабушкина ул. (г. Стерлитамак), Техническая ул., Техническая ул. (Стерлитамак), Западная ул. (Стерлитамак)";"Западная ул. (Стерлитамак), Техническая ул. (Стерлитамак), Техническая ул., Бабушкина ул. (г. Стерлитамак), Ленина ул. (Косяковка), а.д. 80Н-052 ""Стерлитамак - Красноусольский"", а.д. 80К-028 ""Толбазы - Красноусольский"", а.д. 80Н-225 ""Цапаловка - Янгискаин - Алатана""";2;2;NULL;NULL
68;116;Нефтекамск - Амзя;22,29;Нефтекамск АВ, Раздолье, Музяково, Мурзино, Калтаево, Сосновка, Амзя АС ;Амзя АС, Сосновка, Калтаево, Мурзино, Музяково, Раздолье, Нефтекамск АВ ;"Трактовая ул. (Нефтекамск), Магистральная ул. (Нефтекамск), Янаульная ул. (Нефтекамск), Янаульское шоссе, а.д. 80К-014 ""Нефтекамск - Янаул"", а.д. 80Н-346 ""Кадреково - Большая Амзя"", Центральная ул. (Музяк), а.д. 80Н-346 ""Кадреково - Большая Амзя"", Моховая ул. (Амзя)";"Моховая ул. (Амзя), а.д. 80Н-346 ""Кадреково - Большая Амзя"", Центральная ул. (Музяк), а.д. 80Н-346 ""Кадреково - Большая Амзя"", а.д. 80К-014 ""Нефтекамск - Янаул"", Янаульское шоссе, Янаульная ул. (Нефтекамск), Магистральная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";3;NULL;NULL;3
69;116-2;Нефтекамск - Амзя - 9 км;31;Нефтекамск АВ, Раздолье, Музяково, Мурзино, Калтаево, Сосновка, Амзя, Амзя, 9 км ;Амзя, 9 км, Амзя, Сосновка, Калтаево, Мурзино, Музяково, Раздолье, Нефтекамск АВ;"Трактовая ул. (Нефтекамск), Магистральная ул. (Нефтекамск), Янаульная ул. (Нефтекамск), Янаульское шоссе, а.д. 80К-014 ""Нефтекамск - Янаул"", а.д. 80Н-346 ""Кадреково - Большая Амзя"", Центральная ул. (Музяк), а.д. 80Н-346 ""Кадреково - Большая Амзя"", Моховая ул. (Амзя), Садовая ул., Озерная ул.";"Озерная ул., Садовая ул., Моховая ул. (Амзя), а.д. 80Н-346 ""Кадреково - Большая Амзя"", Центральная ул. (Музяк), а.д. 80Н-346 ""Кадреково - Большая Амзя"", а.д. 80К-014 ""Нефтекамск - Янаул"", Янаульское шоссе, Янаульная ул. (Нефтекамск), Магистральная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";1;1;NULL;NULL
70;116;Бирск - Изимарино;35; Бирск АВ, Баженово, Сосновка, Б.Сухояз, поворот на Ст.Кульчубаево, Тымбаево, Изимарино;Изимарино, Тымбаево, поворот на Ст.Кульчубаево, Б.Сухояз, Сосновка, Баженово, Бирск АВ ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80Н-416 ""Сосновка - Тынбаево"", а.д.Тымбаево - Изимарино";"а.д.Тымбаево - Изимарино, а.д. 80Н-416 ""Сосновка - Тынбаево"", а.д. 80К-029 ""Уфа - Бирск - Янаул""";2;NULL;2;NULL
71;116;"""Салават Автовокзал - Сады """"Сухайла""""""";19,75;""" Автовокзал, СЗТС (в ст. садов), Мономер (в ст. садов """"Салаватстрой""""), Мурдашкино (прямое), Сады Сухайла""";"""Сады Сухайла, Мурдашкино (обратное), Мономер (в ст. садов """"Салаватстрой""""), СЗТС (в ст. м-на """"Орфей""""), Автовокзал """;NULL;NULL;1;1;NULL;NULL
72;117;Стерлитамак - Шеверли;35;Стерлитамак АВ, Марьевка, Буриказган, поворот Талачево, Садовка, Семенкино, Асавбашево, Шланлы, Шеверли, Амзя, Наумкино ;Наумкино, Амзя, Шеверли, Шланлы, Асавбашево, Семенкино, Садовка, поворот Талачево, Буриказган, Марьевка, Стерлитамак АВ ;"Раевский тракт, а.д. 80Н-465 ""Буриказганово - а.д. Старлитамак - Раевский"", Первомайская ул. (Буриказган), Октябрьская ул. (Буриказган), а.д. 80Н-097 ""Толбазы - Семенкино"", Центральная ул. (Асавбашево), Советская ул. (Шланлы), Центральная ул. (Шланлы), Советская ул. (Шланлы), Садовая ул. (Асавбашево), а.д. 80Н-097 ""Толбазы - Семенкино""";"а.д. 80Н-097 ""Толбазы - Семенкино"", Садовая ул. (Асавбашево), Советская ул. (Шланлы), Центральная ул. (Шланлы), Советская ул. (Шланлы), Центральная ул. (Асавбашево), а.д. 80Н-097 ""Толбазы - Семенкино"", Октябрьская ул. (Буриказган), Первомайская ул. (Буриказган), а.д. 80Н-465 ""Буриказганово - а.д. Старлитамак - Раевский"", Раевский тракт";1;NULL;1;NULL
73;117;Белебей - Суккулово;49,48;Белебей АВ, АЗС №4, Новая деревня, Аделькино 1, Аделькино 2, Ермолкино, Баймурзино, Елань-Чишма, Калиновка, Суккулово 1, Суккулово 2 ; Суккулово 2, Суккулово 1, Калиновка, Елань-Чишма, Баймурзино, Ермолкино, Аделькино 2, Аделькино 1, Новая деревня, АЗС №4, Белебей АВ;"Пионерская ул. (Белебей), Войкова ул. (Белебей), Объездная ул. (Белебей), а.д. 80Н-140 ""Белебей - Ермолкино"", а.д. местного значения Суккулово - Баймурзино";"а.д. местного значения Суккулово - Баймурзино, а.д. 80Н-140 ""Белебей - Ермолкино"", Объездная ул. (Белебей), Войкова ул. (Белебей), Пионерская ул. (Белебей)";2;NULL;2;NULL
74;118;Янаул - Кармановская ГРЭС;43,44;Янаул АС, Можга, Конигово, Гудбурово, Айбуляк, Прогресс, К.Каин, Янбарис, Карманово, пос. Энергетик (Карманово), Кармановская ГРЭС ;Кармановская ГРЭС, пос. Энергетик (Карманово), Карманово, Янбарис, К.Каин, Прогресс, Айбуляк, Гудбурово, Конигово, Можга, Янаул АС ;"Худайбердина ул. (Янаул), а.д. 80К-014 ""Нефтекамск - Янаул"", а.д. 80Н-569 ""Янбарис - Кисак-Каин - Айбуляк"", ул. Победы (Кисак-Каин), а.д. 80Н-569 ""Янбарис - Кисак-Каин - Айбуляк"", а.д. 80Н-566 ""Айбуляк - Амзя"", Магистральная ул. (Карманово), Высоковольтная ул. (Карманово)";"Высоковольтная ул. (Карманово), Магистральная ул. (Карманово), а.д. 80Н-566 ""Айбуляк - Амзя"", а.д. 80Н-569 ""Янбарис - Кисак-Каин - Айбуляк"", ул. Победы (Кисак-Каин), а.д. 80Н-569 ""Янбарис - Кисак-Каин - Айбуляк"", а.д. 80К-014 ""Нефтекамск - Янаул"", Худайбердина ул. (Янаул)";1;NULL;1;NULL
75;118;Ермекеево - Белебей;36; Ермекеево АС, Пионерлагерь (Ермекеево), Васильевка, Семен-Макарово, Кирилловка, Крыкнарад, Алексеевка, Алексеевский перекресток, Белебей АВ;Белебей АВ, Алексеевский перекресток, Алексеевка 1, Крыкнарад, Кирилловка, Семен-Макарово, Васильевка, Пионерлагерь (Ермекеево), Ермекеево АС ;"а.д. 80Н-006 ""Белебей - Ермекеево - Приютово"", Ленина ул. (Белебей), Комсомольская ул. (Белебей), Войкова ул. (Белебей), Пионерская ул. (Белебей)";"Пионерская ул. (Белебей), Войкова ул. (Белебей), Комсомольская ул. (Белебей), Ленина ул. (Белебей), а.д. 80Н-006 ""Белебей - Ермекеево - Приютово""";1;1;NULL;NULL
76;118;Кумертау - Мраково;70; Кумертау АВ, Ира, Бугульчан, Ковалевка, Худайбердино, Ядгарово, Калдарово, Воскресенское, Давлетша, Ибраево, Мраково АС;Мраково АС, Ибраево, Давлетша, Воскресенское, Калдарово, Ядгарово, Худайбердино, Ковалевка, Бугульчан, Ира МГ, Дуслык, Кумертау АВ ;"Бабаевская ул. (Кумертау), Магистральная ул. (Кумертау), Шоссейная ул. (Кумертау), а.д. Р-240 ""Уфа - Оренбург"", а.д. 80К-12 ""Магнитогорск - Ира"", Совхозная ул. (Мраково), Биишевой ул. (Мраково)";"Биишевой ул. (Мраково), Совхозная ул. (Мраково), а.д. 80К-12 ""Магнитогорск - Ира"", а.д. Р-240 ""Уфа - Оренбург"", Шоссейная ул. (Кумертау), Магистральная ул. (Кумертау), Бабаевская ул. (Кумертау)";3;3;NULL;NULL
77;119;Шаран - Туймазы;38,68; Шаран АС М/Г, с. Наратасты, с. Чалмалы, Дюрменево, Тюменяк, Агиртамак, Туймазы АВ;Туймазы АВ, Агиртамак, Тюменяк, Дюрменево (в ст. Чалмалы), с. Чалмалы, с. Наратасты, Шаран АС М/Г ;"Центральная ул. (Шаран), Красноармейская ул. (Шаран), а.д. 80Н-062 ""Шаран - Тюменяк"", а.д. 80К-002 ""Белебей - Николаевка - Туймазы - Бакалы"", Горького ул. (Туймазы), Гафурова ул. (Туймазы), Советская ул. (Туймазы), 70 лет Октября ул. (Туймазы)";"70 лет Октября ул. (Туймазы), Советская ул. (Туймазы), Гафурова ул. (Туймазы), Горького ул. (Туймазы), а.д. 80К-002 ""Белебей - Николаевка - Туймазы - Бакалы"", а.д. 80Н-062 ""Шаран - Тюменяк"", Красноармейская ул. (Шаран), Центральная ул. (Шаран)";5;NULL;5;NULL
78;119;Стерлитамак - Янгискаин;45;Стерлитамак АВ, п/о Сода, поворот Октябрь, пос. Шахтау, Дом Отдыха, Алатаны, Буруновка, Петропавловка, Янгискаин;Янгискаин, Петропавловка, Буруновка, Алатаны, Дом Отдыха, Шахтау, пов. Октябрь, п/о Сода, Стерлитамак АВ;"Западная ул. (Стерлитамак), Техническая ул. (Стерлитамак), ул. Кочетова (Стерлитамак), Техническая ул., а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", Карла Либкнехта ул. (Шахтау), а.д. 80Н-067 ""Янгискаин - Мраково - Юрактау - дом отдыха ""Шихан"""", а.д. 80Н-225 ""Цапаловка - Янгискаин - Алатана""";"а.д. 80Н-225 ""Цапаловка - Янгискаин - Алатана"", а.д. 80Н-067 ""Янгискаин - Мраково - Юрактау - дом отдыха ""Шихан"""", Карла Либкнехта ул. (Шахтау), а.д. 80К-026 ""Стерлитамак - Белорецк - Магнитогорск"", Техническая ул., ул. Кочетова (Стерлитамак), Техническая ул. (Стерлитамак), Западная ул. (Стерлитамак)";2;2;NULL;NULL
79;119 Т;Стерлитамак АВ - Янгискаин ч/з Тугаево;52; Стерлитамак АВ, Шахтау, Дом Отдыха, Мебельный поворот, Алатаны, Буруновка, Петропавловка, Тугаево, Янгискаин ;Янгискаин, Тугаево, Петропавловка, Буруновка, Алатаны, Мебельный поворот, Дом Отдыха, Шахтау, Стерлитамак АВ  ;NULL;NULL;1;1;NULL;NULL
80;120;Агидель - Нефтекамск;40,46;Нефтекамск АВ, Ташкиново, Ташкиновский парк, Уразаево, Подстанция Арлан, КНС 13, Арлан, Ашит, пер. Янзигит, Кузгово, Агидель АВ ;Агидель АВ, Кузгово, пер. Янзигит, Ашит, Арлан, КНС 13, Подстанция Арлан, Уразаево, Ташкиновский парк, Ташкиново, Нефтекамск АВ ;"Академика Курчатова ул., Первых Строителей ул. (Агидель), а.д. 80Н-344 ""Ашит - Агидель"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80К-038 ""Дюртюли - Нефтекамск"", Дорожная ул. (Нефтекамск), Трактовая ул. (Нефтекамск)";"Трактовая ул. (Нефтекамск), Дорожная ул. (Нефтекамск), а.д. 80К-038 ""Дюртюли - Нефтекамск"", а.д. 80Н-588 ""Арлан - Ашит"", а.д. 80Н-344 ""Ашит - Агидель"", Первых Строителей ул. (Агидель), Академика Курчатова ул.";5;NULL;NULL;5
81;120;Бирск - Мишкино;37;Бирск АВ, Баженово, Зеленый, Бикшиково, Чебыково, Ленинское, Мишкино АС М/Г ;Мишкино АС М/Г, Ленинское, Чебыково, Бикшиково, Зеленый, Баженово, Бирск АВ ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80К-004 ""Бирск - Тастуба - Сатка"", Тракторная ул. (Мишкино), ул. Ленина (Мишкино)";"Революционная ул. (Мишкино), ул. Ленина (Мишкино), Тракторная ул. (Мишкино), а.д. 80К-004 ""Бирск - Тастуба - Сатка"", а.д. 80К-029 ""Уфа - Бирск - Янаул""";1;1;NULL;NULL
82;120;Уфа (Мега) - Д.  Старомусино;43;"""АВ МЕГА, Озёрная, Кафе """"Отдых"""", Поселок Чесноковка, Металлобаза, Поворот Аэропорт, Локотки, Булгаково, Дубки, Ракитов Куст, 32-й км, Сады """"Сар-Саз"""" , Сады """"Чайка"""", Новоандреевка, Сады УАИ, Мусино """;""" Мусино, Сады УАИ, Новоандреевка, Сады """"Чайка"""", Сады """"Сар-Саз"""" , 32-й км, Ракитов Куст, Дубки, Булгаково, Локотки, Поворот Аэропорт, Металлобаза, Поселок Чесноковка, Кафе """"Отдых"""", Озёрная, Икеа, АВ МЕГА""";NULL;NULL;2;NULL;2;NULL
83;120 к;Уфа (Мега) - Деревня Новомусино;43,5;"""АВ МЕГА, Мелькомбинат, Озёрная, Кафе """"Отдых"""", Поселок Чесноковка, Металлобаза, Поворот Аэропорт, Локотки, Булгаково, Дубки, Ракитов Куст, 32-й км, Сады """"Сар-Саз"""" , Сады """"Чайка"""", Новоандреевка, Сады УАИ, Старомусино, Новомусино """;"""Новомусино, Мусино, Старомусино, Сады УАИ, Новоандреевка, Сады """"Чайка"""", Сады """"Сар-Саз"""" , 32-й км, Ракитов Куст, Дубки, Булгаково, Локотки, Поворот Аэропорт, Металлобаза, д. Мокроусово, Поселок Чесноковка, Кафе """"Отдых"""", Озёрная, Икеа, АВ МЕГА """;"Поъезд к Меге, а.д. Р-240 ""Уфа - Оренбург""";"а.д. Р-240 ""Уфа - Оренбург"", Поъезд к Меге";2;2;NULL;NULL
84;121;Нефтекамск - Калегино;32; Нефтекамск АВ, Кутлинка, Кариево, пер. Кутерем, Калегино;Калегино, пер. Кутерем, Кариево, Кутлинка, Нефтекамск АВ;"Трактовая ул. (Нефтекамск), а.д. 80Н-032 ""Красный Холм - Нефтекамск"", а.д. 80Н-312 ""Кутерем - Калегино""";"а.д. 80Н-312 ""Кутерем - Калегино"", а.д. 80Н-032 ""Красный Холм - Нефтекамск"", Трактовая ул. (Нефтекамск)";1;NULL;1;NULL
85;122;Уфа (Дёма) - Авдон;14;Демская АВ, Железнодорожная станция Дема, СУ - 820, пов. на Жуково, Уптино, Авдон ;Авдон, Уптино, пов. на Жуково, СУ - 820, Железнодорожная станция Дема, Демская АВ ;NULL;NULL;4;NULL;4;NULL
86;122;Стерлитамак - Кармаскалы;20,06;Стерлитамак АВ, Казадаевка, Кармаскалы ;Кармаскалы, Казадаевка, Стерлитамак АВ ;"Раевский тракт, а.д. Р-240 ""Уфа - Оренбург"", а.д. подъезд к с. Кармаскалы ";"а.д. подъезд к с. Кармаскалы , а.д. Р-240 ""Уфа - Оренбург"", Раевский тракт";1;1;NULL;NULL
87;123;Бирск - Каргино;31,5;Бирск АВ, Баженово, Зеленый, Бикшиково, Чебыково, Кайраково, Каргино ; Каргино, Кайраково, Чебыково, Бикшиково, Зеленый, Баженово, Бирск АВ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80К-004 ""Бирск - Тастуба - Сатка"", Ленина ул. (Чебыково), а.д. 80Н-413 ""Чебыково - Кайраково"", Центральная ул (Кайраково), а.д. Кайраково - Каргино, Интернациональная ул. (Каргино)";"Интернациональная ул. (Каргино), а.д. Кайраково - Каргино, Центральная ул (Кайраково), а.д. 80Н-413 ""Чебыково - Кайраково"", Ленина ул. (Чебыково), а.д. 80К-004 ""Бирск - Тастуба - Сатка"", а.д. 80К-029 ""Уфа - Бирск - Янаул""";1;NULL;1;NULL
88;123;"""Уфа (Мега) - Сады """"Лесная поляна""""""";12,5;""" АВ МЕГА, Мелькомбинат, Кафе """"Отдых"""", Сады """"Лесная поляна""""""";""" Сады """"Лесная поляна"""", Кафе """"Отдых"""", Мелькомбинат, Икеа, АВ МЕГА""";NULL;NULL;1;NULL;1;NULL
89;124;Уфа (Мега) - Шипово;37; АВ МЕГА, Мелькомбинат, Озёрная, Жилино, Населённый пункт Зинино, Населенный пункт Нагаево, сады  Акбердино, Акбердино, Куяново, Блохино, Карамалы, Шипово;Шипово, Карамалы, Блохино, Куяново, Акбердино, сады  Акбердино, Населенный пункт Нагаево, Жилино, Правая Белая, Икеа, АВ МЕГА ;"Поъезд к Меге, а.д. Р-240 ""Уфа - Оренбург"", а.д. М-5 ""Урал"", Рощинская ул. (Нагаево), а.д. подъезд к д. Шипово";"а.д. подъезд к д. Шипово, Рощинская ул. (Нагаево), а.д. М-5 ""Урал"", а.д. Р-240 ""Уфа - Оренбург"", Поъезд к Меге";8;8;NULL;NULL
90;125;"""Стерлитамак - Сады """"Ильмень""""""";8,53;Стерлитамак АВ, Колхозный Рынок, Сады Ильмень ;Сады Ильмень, Колхозный Рынок, Стерлитамак АВ ;NULL;NULL;1;NULL;1;NULL
91;126;"""Уфа (Мега) - П/т """"Автомобилист""""""";28;""" АВ МЕГА, Кафе """"Отдых"""", Зубово, перекрёсток Нижегородка, Таптыково, перекрёсток Осоргино, Поворот, д. Лекаревка, Сады """"Автомобилист""""""";"""Сады """"Автомобилист"""", д. Лекаревка, Поворот, перекрёсток Осоргино, Таптыково, перекрёсток Нижегородка, Зубово, Кафе """"Отдых"""", Икеа, АВ МЕГА """;NULL;NULL;1;NULL;1;NULL
92;126;"""Стерлитамак - Сады """"Веселое""""""";23,7;Стерлитамак АВ, Колхозный Рынок, ВТС, Ашкадар, Веселое, Сады Веселое, Сады Родничок ;Сады Родничок, Сады Веселое, Веселое, Ашкадар, ВТС, Колхозный Рынок, Стерлитамак АВ ;NULL;NULL;2;NULL;2;NULL
93;127к;Уфа (Дёма) - Алкино-2;24;Демская АВ, перекрёсток Авдон, Сад №1, Сад №2, поворот Юматово, Алкино-2 ;Алкино-2, поворот Юматово, Сад №2, Сад №1, перекрёсток Авдон, Демская АВ ;NULL;NULL;4;4;NULL;NULL
94;127;Бирск - Баймурзино;38,7; Бирск АВ, Баженово, поворот Сосновка, Чураево, поворот Чураево, Баймурзино; Баймурзино, поворот Чураево, Чураево, поворот Сосновка, Баженово, Бирск АВ;"а.д. 80К-029 ""Уфа - Бирск - Янаул"", Садовая ул. (Чураево), Я. Ялкайна ул. (Чураево), а.д. 80К-029 ""Уфа - Бирск - Янаул"", а.д. 80Н-415 ""Подъезд к д. Баймурзино""";"а.д. 80Н-415 ""Подъезд к д. Баймурзино"", а.д. 80К-029 ""Уфа - Бирск - Янаул"", Я. Ялкайна ул. (Чураево), Садовая ул. (Чураево), а.д. 80К-029 ""Уфа - Бирск - Янаул""";1;NULL;1;NULL
95;127;Нордовка - Б.Четырман;22; Нордовка, Гавриловка, Златоустовка, Б. Четырман; Б. Четырман, Златоустовка, Гавриловка, Нордовка;"Мира ул. (с. Нордовка), Ашкадарская ул. (с. Нордовка), а.д. 80Н-518 ""Михайловка - Нордовка""";"а.д. 80Н-518 ""Михайловка - Нордовка"", Ашкадарская ул. (с. Нордовка), Мира ул. (с. Нордовка)";2;2;NULL;NULL
96;128;Уфа (Северный автовокзал) - с.Карашиды;28,5;Северный автовокзал, Колхозный рынок, Новые Черкассы поворот, Развилка, Карашиды ;Карашиды, Развилка, Новые Черкассы поворот, Колхозный рынок, Северный автовокзал ;NULL;NULL;1;1;NULL;NULL
97;128;Месягутово - Шарипово;17;Месягутово АВ, Сикияз, Шарипово, Мещегарово, Еланыш, Турналы, Чулпан, Ильтаево, Татарский Малояз, Малояз АС ; Малояз АС, Татарский Малояз, Ильтаево, Чулпан, Турналы, Еланыш, Мещегарово, Шарипово, Сикияз, Месягутово АВ;"а.д. 80К-007 ""Кропачево - Месягутово - Ачит"", а.д. 80Н-443 ""Мещегарово - а.д. Кропачево - Месягутово - Ачит"", а.д. 80Н-438 ""Мещегарово - Турнали - Мурсалимкино"", а.д. 80Н-441 ""Чулпан - Новые Турналы"", а.д. 80К-024 ""Подъезд к санаторию""Янгантау"", а.д. 80К-007 ""Кропачево - Месягутово - Ачит""";"а.д. 80К-007 ""Кропачево - Месягутово - Ачит"", а.д. 80К-024 ""Подъезд к санаторию""Янгантау"", а.д. 80Н-441 ""Чулпан - Новые Турналы"", а.д. 80Н-438 ""Мещегарово - Турнали - Мурсалимкино"", а.д. 80Н-443 ""Мещегарово - а.д. Кропачево - Месягутово - Ачит"", а.д. 80К-007 ""Кропачево - Месягутово - Ачит""";1;1;NULL;NULL
98;130;Б.Четырман - Мелеуз;38;Б. Четырман, Саитово, Мелеуз АВ ;Мелеуз АВ, Саитово, Б. Четырман ;"а.д. 80Н-034 ""Мелеуз - Федоровка""";"а.д. 80Н-034 ""Мелеуз - Федоровка""";1;1;NULL;NULL
99;132;Нефтекамск - Карякино;9,7;Нефтекамск АВ, Карякино ;Карякино, Нефтекамск АВ ;Трактовая ул. (Нефтекамск), Магистральная ул. (Нефтекамск), Автозаводская ул. (Нефтекамск), а.д. Нефтекамск - Карякино;а.д. Нефтекамск - Карякино, Автозаводская ул. (Нефтекамск), Магистральная ул. (Нефтекамск), Трактовая ул. (Нефтекамск);1;NULL;1;NULL
100;132;"""Стерлитамак - Сады """"Сосновка""""""";13,04;Стерлитамак АВ, Колхозный Рынок, 6 совхоз, Заливной, Развилка, СНТ Озерки, СНТ Заря ;СНТ Заря, СНТ Озерки, Развилка, Заливной, 6 совхоз, Колхозный Рынок, Стерлитамак АВ ;NULL;NULL;2;1;NULL;1
101;132;Белебей - М.Москва;48,65;Белебей АВ, Аксаково, Малый Менеуз, Ново-Михайловка, Кош-Елга, Зириклы-Тамак, Менеуз-Москва ;Менеуз-Москва, Зириклы-Тамак, Кош-Елга, Ново-Михайловка, Малый Менеуз, Аксаково, Белебей АВ ;"Пионерская ул. (Белебей), Войкова ул. (Белебей), Советская ул. (Белебей), а.д. 80Н-002 ""Аксеново - Аксаково - Белебей"", а.д. 80Н-001 ""Аскаково - Кожай - Икские Вершины"", а.д. 80Н-159 ""Новомихайловка - Ермолкино""";"а.д. 80Н-159 ""Новомихайловка - Ермолкино"", а.д. 80Н-001 ""Аскаково - Кожай - Икские Вершины"", а.д. 80Н-002 ""Аксеново - Аксаково - Белебей"", Советская ул. (Белебей), Войкова ул. (Белебей), Пионерская ул. (Белебей)";1;1;NULL;NULL
102;134;"""Стерлитамак - Сады """"Мирный""""""";9,6; Колхозный рынок АС, Кирзавод, Сады, Сады (база отдыха Дружба), Сады Урожай, Сады Мирный;Сады Мирный, Сады Урожай, Сады (база отдыха Дружба), Сады, Кирзавод, Колхозный рынок АС ;NULL;NULL;4;4;NULL;NULL
103;135;"""Уфа (Южный автовокзал) - Сады """"Демские""""""";23;Южный автовокзал, Станция технического осмотра, Миловка, Ветошниково, Сады ;Сады, Ветошниково, Миловка, Станция технического осмотра, Южный автовокзал ;NULL;NULL;1;1;NULL;NULL
